time,temperature,vibration,power,speed
47,50.85090915799708,13.574291147687216,70.892751381457,1464.6256874921005
48,44.4844042565786,10.290717149667644,85.56469162209073,1501.4975546281203
49,40.957665181260246,24.949090386364276,81.72662252872142,1559.1074729200936
50,53.17124077870646,10.806661445401216,78.7361489731935,1459.9889607436328
51,57.73395033611089,16.036028458092698,70.9941402343598,1514.0440380003906
52,56.836489353337825,10.890681857980681,83.88689854936732,1587.3262083074073
53,51.917613941617525,15.003968110913323,80.48396043574455,1562.4659752295493
54,45.900234129698084,16.317129090443423,74.81803175195557,1584.3731717939756
55,52.447386465866124,20.053593570072024,79.72899503029511,1501.443798184639
56,58.332734249203355,12.926294032329162,77.07987004745783,1510.656950848594
57,44.47432898844566,23.98738804990909,74.27113810370372,1446.9102004406282
58,59.66444307419093,24.08238229459011,77.0200748300939,1549.880683285587
59,46.36436480589055,13.981750505403411,79.46941046217545,1486.250361676993
60,40.65396867377464,20.4563664086884,73.71360140958176,1467.821838173647
61,44.901762680004175,23.018076929968995,77.29497706073904,1593.8781925524202
62,47.035503938387514,15.769033389134453,71.27259537897746,1522.9589490530896
63,54.37013664700815,12.587051794423882,75.46730326723072,1536.0781901660011
64,42.059646865577086,13.406120557242726,70.37412451364519,1429.2488697517772
65,46.83127023945166,14.52442552192636,79.4831624191039,1411.8317518046429
66,51.9718333086154,22.489955520437803,82.03870974657302,1512.7196625153722
67,51.65526608224543,17.372706950375512,82.97877231715152,1586.7303427567117
68,47.07784219857839,20.27437834713657,87.23594805062461,1563.9056468587257
69,51.71207293421233,22.136807144022885,86.39119863023959,1469.4056703896558
70,47.1550839947913,12.132502495220095,74.98103917872302,1431.2543334161403
71,42.34631471549186,18.44710759041435,89.31827890589577,1402.8290712721548
72,59.022685980791294,22.665142808417748,75.99972088992634,1445.2400769032008
73,58.68879546275269,16.463839908819658,88.91995904793528,1455.9431842835804
74,44.96967364573715,16.905171521216964,77.24036156080153,1558.7522141501936
75,48.67475991501401,21.895333971413898,74.43238879162516,1491.6898940587348
76,46.181908750642265,22.87231631132808,78.29582663469606,1592.959941224344
77,50.44753785337953,20.90939005529861,80.84159013092044,1552.0219349935237
78,52.11413974004672,15.741392363532896,80.53854134204803,1477.1164472423711
79,50.70723792855246,22.531769796795412,83.40476732064681,1477.1350907074186
80,46.42994285070219,15.117798876634955,82.80030814562588,1453.3979640963198
81,43.01353406117226,16.29518058258972,81.72510512682281,1434.241952330335
82,59.467164961127416,22.621963600194913,74.2478380239926,1440.7940643191566
83,45.618255744864065,16.913851611932074,81.5524684066649,1498.8196754925214
84,42.18694571017317,21.861475597900437,84.26813953216426,1494.5802853199111
85,57.54240512424121,21.90182786433195,81.43750299720061,1423.4152250874222
86,55.843990889656396,15.857039650480989,86.55799027975627,1559.1186303017146
87,52.34398252572811,16.61202720214562,89.75303745698156,1479.373460153779
88,58.84015403287617,16.07091359263157,78.87191915038332,1413.3714312302411
89,51.34473797478593,19.11473365481953,87.46329499259204,1493.1216256480875
90,45.00725899893365,24.91370923117053,88.19140396523393,1419.7038416825685
91,59.98459403683695,24.737056288945045,89.13793341560375,1419.4190014866251
92,52.3626118644451,20.101403558956537,80.78276559395364,1454.137309798362
93,40.30842801158112,13.539255856486616,74.90780041921825,1496.190771760806
94,41.97674828955899,24.66938391107828,79.86743843189006,1507.468266776346
95,58.60429241578713,19.302843521454065,71.42837042869343,1455.634867563616
96,55.07584513075177,22.110799142419076,85.86416709598413,1442.9306912502163
97,52.51927256443771,20.714219033177613,76.16427903590305,1494.9951394636364
98,45.360605057796015,22.83101411681281,80.22006670441353,1465.438419010912
99,51.33906615191207,19.534056260860243,86.30558594580648,1533.6082714073616
100,49.438431088615005,13.627999578583111,81.68253476481236,1500.9134893497894
101,44.62353352416555,20.65444113561272,73.01432327820378,1447.960597438667
102,51.6967916977408,20.52826132728445,70.09087917861314,1565.8813887150436
103,40.38233180942477,19.376000521802133,81.22832767350262,1447.9148581185336
104,48.13490467836718,16.143191131380767,76.6302374076582,1524.5664455810893
105,45.40842605223515,12.967515394129526,84.69564191552709,1470.3177382751935
106,44.69149665134543,16.64235746809426,79.46625716656202,1566.8246221591212
107,40.4786502226745,22.676097428638545,83.33726997871341,1496.4371760021138
108,53.43386515484228,19.561866107379632,84.97174827218616,1554.1503087137419
109,40.099695458241655,23.56665306969073,83.6426664630463,1500.4748749712758
110,41.45147807352751,11.607317214978728,71.0352616900908,1460.0470559672397
111,40.322772122537195,16.900570839629125,87.52842484836832,1535.3848854647256
112,47.2230751762017,19.663616718678906,84.64233346752488,1559.2068545717748
113,47.29717544069142,23.48914276460119,70.90921009769998,1565.5988760751782
114,41.510990790675315,15.487439312217209,71.45488025968112,1581.7246866599355
115,43.21186449894996,14.617173407218925,88.31571968823609,1499.4604473599184
116,41.77154240318154,11.557364873123614,72.72941716380703,1497.4255366418636
117,42.20140467690425,20.14099585192127,87.99056361060367,1485.8309531761095
118,44.92667692604559,20.932474857034318,80.49760211360396,1532.7787588974854
119,41.58592418802677,20.38071164456924,85.0041136907528,1404.269706285013
120,43.69930778749906,22.020927971110968,71.31511579657447,1431.46673545597
121,56.05242881061274,18.808050532401438,82.11853630399587,1486.123541211888
122,47.96978947977588,10.774368567753452,87.45530164360153,1536.903318480335
123,47.63371719248029,21.740613777641904,77.28493604311272,1589.2592069386922
124,54.912055817604866,13.046352014832976,85.23332946131599,1476.7331378189178
125,47.51191437730269,15.233292455520825,82.51451976785572,1557.8207491924977
126,40.16116627407393,22.89858560181254,71.0249911640618,1416.283496759021
127,42.35048890645072,23.88675144554282,75.51869113412965,1530.4833363970247
128,55.448556719834,13.581943790745719,70.95804884718756,1554.058139906612
129,53.32268220581071,11.47725235329939,84.94333305980149,1420.1434348589862
130,48.83838772971623,22.586373872435473,70.68189934402925,1481.3328401305337
131,50.09874578401045,14.295620406321094,73.03951580645865,1430.0712826948372
132,42.89062927601923,22.054917618328137,87.41541522350954,1426.2612714132574
133,59.6396027947631,14.663631282877395,70.30752391477388,1454.438494376224
134,46.78578687577135,11.045344694464701,72.14148769965452,1595.5276723791721
135,41.88884297615783,15.153865114874996,70.93005676251089,1566.9947301462948
136,53.346754604616855,12.759544509387007,82.70209094138963,1496.3506425234932
137,50.59769198608917,18.173827092891884,74.88240482086061,1570.8498562922891
138,51.63091297178813,15.566461888802777,79.31678340221845,1548.5905296626242
139,57.384427093129865,16.474698287727556,82.14163191101412,1540.884110048131
140,43.865286315668456,22.004235073116092,85.40256119001879,1538.8061091882382
141,49.9565276198039,19.6864522045438,70.35229708398651,1508.3997236224711
142,48.20679999346086,14.260568036123491,72.25926261527303,1591.4366993870444
143,54.172883940145326,13.100040103853521,76.74475518549822,1415.7633014169764
144,41.936257807917116,22.156769141013733,83.62533945571873,1536.925718282531
145,53.15321865855217,14.620998236270804,86.99440062543943,1477.5567291207171
146,49.0502411803087,23.62125315337061,86.360892359564,1438.4810963881323
147,46.065940946511354,11.493179238016896,72.07600722763158,1562.6035260971798
148,48.01916531154201,14.471820543130375,73.62372801615274,1559.3970863331317
149,51.882297276075356,17.181732150291438,75.09739029706236,1563.6013516376051
150,59.6931410092278,24.989216483773127,87.29340639645729,1465.4999025441361
151,53.804724595178634,15.191841558273232,73.76363303083416,1446.1260791992718
152,45.066554142722154,16.02563461341325,84.83375128695636,1429.3818456474198
153,50.349427921793456,16.571484938097647,87.86652311503707,1587.5089872762471
154,50.39039849518928,16.067787368213413,82.21183561758971,1591.538284783968
155,44.059828597446725,24.714515340058824,88.35341052202553,1410.1593400838651
156,56.70779565098562,12.949694434336516,86.87306168237181,1569.224577659227
157,50.00092369218244,14.308513100646476,85.70141717936885,1439.1029644668786
158,55.838946180200466,22.65940330606466,70.32283688416588,1568.5248697793663
159,43.40175701364375,19.546006862002727,73.394888092492,1492.546024285578
160,48.817863270365265,24.64307418198204,78.80420023032119,1590.9125393154561
161,55.35362853140365,11.148124748835574,79.22098382949146,1533.502728232636
162,57.2263195231135,24.97619028143203,85.86827606719513,1541.6522014851994
163,48.41965117467188,24.69738975689473,74.79715038219395,1405.9639170689545
164,50.81780218001605,23.571529762710078,88.86983349980822,1415.854273968111
165,49.841053584328584,23.699612714607888,85.25824686714478,1451.5847246210526
166,52.383280975898394,12.342169902470182,73.63159931807374,1579.7827130079324
167,58.43893213234648,23.656742905321366,77.92977826043811,1531.7130256171129
168,48.67147945204947,20.342174246765342,77.1927022243953,1521.8735986150605
169,43.556070644288795,12.842339105590224,86.2933411907766,1538.0822335725725
170,42.62386012967492,19.223987612255378,84.76736326382508,1407.3408385423243
171,51.5259231248863,17.10067761473354,78.35449157274437,1537.2048993289495
172,49.975015461844436,11.030511510745889,88.70297487029225,1474.905731253145
173,55.41017976148137,11.023529701891812,88.62566315600833,1553.1346769170175
174,55.70319129846097,24.2390406571713,84.27720915760122,1438.4092101900944
175,51.99568458891949,21.076599383038293,84.75770718258505,1579.057530678831
176,55.333160086072496,22.34421582638278,80.78168240254196,1492.2230158747677
177,47.07058082787872,14.965202240303556,89.47347895700395,1564.8628029628144
178,50.293366195030124,19.48777957303255,86.76185562644599,1458.4274733360116
179,58.942659752443724,20.993890170402686,79.95970549279761,1486.2711401739077
180,51.475062652727686,15.846304064402036,72.35568462239503,1599.1422686654985
181,56.026007564529095,19.380409700943787,70.52071730465313,1582.9642770669595
182,57.57194499878558,14.02944318660215,83.30919570380446,1566.7237305454998
183,52.23654097817709,17.65304791232788,87.52989137569142,1499.1038318886178
184,55.62534277478616,22.393147156818806,72.57574488408859,1428.185325641202
185,47.781418192260155,16.71790745047679,76.75587789187087,1421.7789221920461
186,54.66946835506945,10.258614727918895,80.7422925841002,1408.0002579752177
187,56.82821959073475,13.377797603870096,84.92291807871746,1499.2774024146113
188,53.15516403679787,18.74026042540229,85.16891421838852,1500.1256987507795
189,41.268085398782326,10.80667833625802,74.66992150778343,1554.95916638275
190,51.932149430913356,17.252521803744067,83.85080674713507,1531.8560719017116
191,57.24975463244485,13.875626543880191,87.31633463635127,1414.6717054062537
192,55.705784113811916,23.14450396184702,78.39588767797832,1586.416488543649
193,57.079302814777904,20.408869819857195,86.59360190199362,1463.0400773974418
194,44.65966765590971,23.215849826298893,79.54828954004664,1574.6923785731885
195,41.71710660540539,14.637553161065878,74.07513650598924,1599.1355645603376
196,49.27476829314378,14.184597724319902,89.23954153660677,1437.22916286493
197,41.48613205977383,19.391773919276694,81.50310589718481,1426.9015799826016
198,51.38925439982046,24.408080703997307,76.25845797114562,1527.0572125740962
199,51.19314431529322,14.972982276216802,71.08526864131044,1567.959512853881
200,57.71018258964317,21.351770920264354,77.53166038314053,1416.2050330864972
201,48.326288409416144,22.930582313868012,84.20266917035629,1408.7368113401365
202,43.72179638286681,12.366227833251319,84.84945274267251,1445.629985512912
203,40.417272086223335,22.00098410026454,78.16269327604618,1493.8262914371974
204,51.30032570040559,10.715573552776064,74.91042927929344,1453.5313135489032
205,54.02861840788516,19.835044355184234,70.29169595675727,1531.4852632146583
206,44.03668340557329,13.774261789818905,88.07057006171208,1579.1939496303878
207,51.49317701911882,16.089528419498343,71.04885260140911,1562.6554412613473
208,55.672143955005986,14.18792332824738,81.25066946905491,1564.5035940286934
209,43.074217860689856,13.586856949509071,84.40598745088035,1538.433824555807
210,42.89984792317725,22.97547174476716,74.1365218438068,1531.5640344515662
211,45.31239436292043,24.984691749724853,89.44023200513902,1428.2371833043585
212,40.75959125882918,18.262443648354832,89.04287708460853,1572.8112346764813
213,57.601521951334206,19.538153039620404,87.3973774034865,1598.535527842327
214,56.828213416721105,17.132484642437284,84.7081052425174,1450.4295513678153
215,52.20779120147802,23.63293691743774,75.07068688192491,1425.2801744491048
216,57.15187317090645,22.22230967933769,84.02945524054489,1480.2994829139998
217,58.81629680096466,19.379512626910213,88.21873474647646,1413.400646015561
218,55.44375892483147,24.94138543279909,81.65015968954829,1557.3277880163046
219,57.8310842370158,18.368581380653445,89.61678971701389,1595.825946699486
220,45.2426146578201,10.300002156877806,79.56439102863563,1512.0869102424829
221,48.50925627055963,23.63958230707101,79.99595060625028,1421.2798600801657
222,45.1060457337264,18.273486622214964,75.68861235245272,1594.933838604845
223,55.68942940204014,17.43715751905939,86.57374447466447,1442.142242591866
224,51.464276850534084,11.224444446925464,76.67447869829246,1532.991132298271
225,50.41178070243038,22.96382981930521,84.66474740415265,1498.655408174472
226,45.5550572036175,15.996710582161597,72.7542676218514,1537.6935551233842
227,44.07041717190847,11.705176081153855,81.66534624429714,1501.4169443383857
228,57.483099927446304,16.686742063188184,81.65948877266156,1522.8394144534823
229,57.91069417396776,18.067807191404718,87.0827962999974,1563.665480855485
230,42.842646912894736,13.015111948436894,80.44328465658685,1586.5940750923496
231,57.04726383393596,24.76244793835519,79.91417879027289,1541.2858784557995
232,58.905783423116944,10.184211943560426,73.69978208300171,1429.213831578743
233,40.142967104571674,11.526353396799218,76.09100407474294,1434.6032597209994
234,48.75067625079289,12.285032621186547,80.44436107377567,1575.5908045156748
235,43.24134893208487,15.007238301522067,83.09870753919297,1526.7203134500312
236,53.99147338884437,22.405246211131754,87.68127291984221,1556.0364772806747
237,52.94803142325541,11.896961621989842,84.26136238612892,1539.006349854119
238,51.38342700922294,20.66216334831817,83.63601524478545,1482.70379783669
239,49.25450575303451,12.834742623369287,83.47705766667555,1502.0498732465796
240,47.21837417700534,12.054881293146575,86.08678644707358,1457.1787712897456
241,40.87513848211111,11.36845773061907,70.67386802593097,1495.1371200694998
242,53.32242481713241,19.143715332897415,87.90635219712686,1596.5266185938451
243,48.2362240247607,11.77780329194173,86.38623252760132,1594.2455930013884
244,53.130162363345846,13.173602069451745,87.05932259045252,1510.1565662082094
245,41.309615273958116,23.97249255670355,89.44576332360124,1494.7422091399155
246,59.66388747798633,10.790748935899678,78.9904885330408,1595.7479624177076
247,47.311340352000634,21.693702875956347,73.2329463730165,1484.096978058665
248,50.978870690846136,20.494923037171798,88.10639787373191,1415.7989103973205
249,54.95619375559123,22.702083522636322,74.46346625261548,1579.8292683427144
250,54.502944496965895,13.737798628202116,82.91689694445633,1541.923523211341
251,41.00216581074867,17.949279510264446,71.93080659714741,1431.5831261762983
252,47.90663657613606,24.7990915746105,81.29222651652839,1440.96150762821
253,59.68757247107966,23.133615660766168,82.3921787721784,1474.5015225606267
254,56.66304718147404,11.244507944987479,83.45390441901156,1404.5274315813042
255,58.04555412033468,13.43132623468185,86.17567745614198,1495.3878735266749
256,56.64505284858372,16.15587991095077,74.398063735447,1507.9619010460535
257,54.85330210098631,19.46920314925229,89.86076884677357,1481.6338173601391
258,56.27012290513333,18.821788686412862,83.79725850572206,1472.8696142283811
259,40.79808922953583,13.742647441366788,79.527704178187,1481.6925847642938
260,47.44558934527729,17.33077993964224,71.65040737082903,1428.1723429449455
261,55.32756308718317,20.64762725376967,77.5586891309501,1420.9526283071184
262,54.07670948473249,15.490216852722355,77.34678759406776,1598.0317000788539
263,54.67676176209353,21.939336093403767,82.47702048718003,1526.7062177657608
264,52.926997055798026,21.632807930689886,80.1644510322837,1405.9758776105496
265,45.79845695737541,23.87209950439992,77.81877781000293,1577.3329250806582
266,57.724996139393376,17.273952725265957,75.96902306929938,1492.2594347155518
267,53.31481792287413,16.073213327972226,89.55630348848354,1534.416683482572
268,50.79443824616918,15.325683930142837,77.64783069007238,1594.620997226565
269,51.06188595805844,19.273022661969165,88.19855099097722,1487.894601295588
270,51.44781495969454,10.108550142168614,80.1401469153932,1424.2634881327767
271,41.12273631512381,24.69791407412849,87.43230528445578,1461.057669041114
272,52.4641919003472,11.744199749617255,72.68036608113916,1572.2729458986416
273,57.14476888376619,17.011454544866133,86.77639675223358,1507.0038023964091
274,45.01362848250365,20.815536284153694,76.78679233675001,1437.8382526858245
275,54.82746638992106,20.669022497469562,85.41790215914888,1435.5069756600599
276,44.30858017990622,20.250558037956772,88.995869098963,1591.4007673977037
277,47.3927327668302,11.732034528389041,87.04195672813572,1562.720717317228
278,43.60498479418969,22.409959957013715,86.91827405489197,1433.3783259682407
279,44.57816796427571,13.380464601919872,78.1525038403976,1576.5150410295312
280,44.87221415917169,13.049705099012694,73.97798068062733,1573.1994235519956
281,51.261499823333,15.080160875672952,85.48202402567912,1590.768519737506
282,44.36716511165598,20.744861827935942,88.55946985960989,1436.83638499577
283,52.49646659318396,13.26866598638814,70.96569409226136,1599.544465147204
284,53.44767213330801,11.098336839212779,74.44642413166694,1454.4044822743836
285,42.36618689148944,16.615939599658137,85.9078767957779,1556.0216006892797
286,40.362715285916465,11.466062849002755,89.76367958935218,1446.2835897823948
287,47.26900121890991,11.281527135302644,87.40380765454117,1496.402210891281
288,41.280836227284894,13.167949137975068,79.6654314478644,1573.011619028755
289,54.579862605745404,16.36125669611858,74.32910837270411,1538.2596925312446
290,45.12668848991288,23.758921608820415,75.11204725292454,1592.3156796764194
291,43.586902395691496,24.774432215670284,84.73447407534594,1509.2034152894782
292,51.65304841833464,14.971342269865321,89.39258659516858,1486.0825094940813
293,48.68281473347851,22.260992107364768,72.7127498249636,1546.119888072369
294,45.853921692962736,15.597551071808715,76.2880362478255,1508.9978730143166
295,53.16227798051875,14.507938272173991,78.46729048689566,1563.0293011298102
296,46.11251323767462,23.225964172170357,78.77088326064138,1557.499545336643
297,58.813445747112,21.742886786055635,72.02121379667209,1422.404166996946
298,41.14625800725978,10.949775328321165,85.02238111126464,1505.7948839201185
299,49.82267583389941,14.389134554853522,75.65543542865599,1483.4361267229222
300,56.12167789743711,21.88664008316627,81.35972525186598,1533.2380522690562
301,49.347197543363734,24.152601228376746,85.48101746588122,1528.0228286662586
302,42.73191381467532,20.618209367261088,80.47960893419108,1577.7819303727456
303,59.44824283230126,10.60081377131573,82.5455809962544,1480.7552162600791
304,40.94795284760454,20.875907361271516,84.89266297958875,1414.9294271791046
305,42.67073820749429,12.00808818682668,88.1216849592241,1459.6766141069254
306,55.5868080067989,19.6083136361894,80.41997199746784,1598.1353363724795
307,40.84376600521489,14.160401457577322,77.37320820411418,1500.4015408211296
308,45.270030615562526,11.685852478144527,89.19364591284821,1491.4046254769487
309,56.205867202429836,22.0282154115231,75.12662088455102,1482.938703738737
310,48.38201738082472,16.89322507887674,78.8548886822914,1525.1525875207299
311,45.0526316214986,23.991834652788285,74.53058861291208,1433.7280991257328
312,57.57233420547456,16.759324793226945,76.3294258803414,1495.116829808911
313,41.39646378633841,10.306088981580968,88.37269489180805,1469.8979984756193
314,55.93023649434652,16.45099677731203,87.1363676742092,1453.3057526657208
315,56.01035429936307,18.460759747887575,86.92157627766011,1487.351737248497
316,50.230993350452934,13.386275977193295,75.56253092982958,1407.8499390435454
317,50.13948208155332,22.391979258522447,75.96155680466302,1518.1483708558776
318,52.10468104446273,13.07922954406495,77.14354000153287,1574.3451308631945
319,52.39282559066142,17.62783580886746,75.74062442244241,1437.4597208001421
320,52.02854433702382,23.167313843239633,74.31751498805299,1462.912345859927
321,55.10610386372999,13.55514127511186,87.07856955826296,1519.5187407758858
322,48.78184048281523,16.035411206974885,76.5639865284887,1414.9241235277764
323,42.601995163658216,22.105317116593575,81.36879198947373,1444.9760005062653
324,48.76852755060786,19.18418553951869,85.97880783384434,1567.0936729949792
325,48.06804224125729,14.990748042103686,70.19247624867305,1584.7921848643507
326,42.33483358982771,20.87821398376367,79.9509531913911,1498.9068209304187
327,43.77045940632481,12.806356072798852,79.08637880033874,1417.7555641819572
328,45.92652135398452,19.133193270076344,74.70870714064903,1408.0376293001032
329,50.79401745314388,14.716156517996707,70.41520836750837,1459.1562678353282
330,48.24640672009612,20.224041982035686,73.3214637658215,1537.7199754544308
331,43.88386832574191,14.650518834358504,85.7841790221776,1432.0530246951182
332,48.22385181132443,18.93095814398058,81.00828535220406,1519.9090518997243
333,53.89070350866484,11.234684050114915,70.93942793040488,1520.814361947777
334,40.05215435401118,11.584433849438696,77.34910517456949,1569.3051424878179
335,57.40254914849659,19.854837599672784,83.08146013421221,1562.5987589762121
336,47.6169696608371,21.029181378349875,83.82247930237148,1445.5071269295254
337,42.69255916197846,12.866473368157024,84.66074017035065,1596.9896065967325
338,59.41652255170598,13.017111956944671,84.70413426715191,1481.4441708231266
339,59.33882992639802,13.749708442732512,86.2825521770291,1534.3627185496512
340,40.41323432424085,21.866347060725147,70.84784565822397,1422.0435409309168
341,40.50088891982173,10.24562353578749,77.2745324240364,1565.4321869474143
342,42.43112110575256,13.965040430364995,72.88795377978974,1534.5245800124856
343,54.5863611157973,16.083235167834445,72.83124887268269,1578.8309845992226
344,45.677916720926,15.698184558347549,85.02553831398315,1479.8264386416913
345,42.68316642816004,17.842588775577255,84.16197177777829,1483.562451560174
346,51.74577933010186,17.609836457209244,85.43084151633595,1405.4588498004384
347,51.673362879012195,18.83455487841209,88.70665816201488,1427.3176082271088
348,58.01976119144141,21.19222686635399,71.18143878531376,1574.4086654957478
349,46.39951076793502,10.039977697743572,84.20571638264067,1470.9608471569184
350,40.84442546569795,24.720626406143804,88.38130838855591,1526.3645696687988
351,56.37538746762941,12.991184392399061,72.80645573633159,1517.8256030466664
352,41.86442347739847,16.478691907470687,77.42546318847613,1491.1378866382727
353,41.30049791816313,14.494756755326595,72.89797391755323,1530.1162386931385
354,59.45811419023845,10.613900311319016,79.52780146942162,1461.7284593254722
355,42.30716745541143,12.21453096688471,83.85006374477692,1467.3487792933183
356,51.58024016264867,24.989278415531338,84.92622012089248,1464.2192840046648
357,54.794819087046896,16.533256985477927,75.30822481188386,1458.3453196788423
358,57.97423419231394,15.908861398265202,77.43009553662158,1459.7927425233559
359,47.98347496713159,21.99888469418697,76.87049918521784,1520.2772161437324
360,40.83014994478424,19.404757657161717,73.4711710823937,1434.3396171491174
361,48.372289007665174,22.52388108805874,75.37583669260661,1569.183463231408
362,54.59720089089805,16.422632122853273,73.96699821918546,1449.000739475861
363,58.8617351334238,17.23579808129075,79.19972166046485,1445.6508245943012
364,44.306660449547906,15.856992873006245,74.38301890069421,1570.8931009555356
365,44.69506115574995,19.534439521947185,89.47233059188162,1597.527731140832
366,55.428747895323006,18.038663578541236,83.15963832816938,1514.6231188846868
367,42.60365821966122,18.223654440051785,89.85147093571561,1446.5705792441488
368,41.38249189148769,21.321187062597595,75.87093785602413,1468.7266519145799
369,44.69407391258162,21.699608470586213,81.32775178068161,1585.7579481425155
370,40.518286040867835,11.852452450553807,84.71419788366292,1528.2002372877205
371,59.44715810659328,24.787483845750877,79.55673757977505,1594.3844569801013
372,41.57276463748056,21.193782619153538,76.58434392774637,1530.3175737914723
373,58.17065292991851,13.697489539717047,71.4531770525825,1410.6002379854845
374,46.0430611007929,10.027192361253002,75.2216029443863,1402.5970891151903
375,45.16963988056085,18.65931224270809,84.25963902373144,1459.9998697707792
376,44.31833511822804,16.875613019206014,71.43558793432408,1556.8693760214983
377,48.28918186794299,13.146922984331447,81.48537402435511,1493.9836152552912
378,41.53981666096363,10.899191005437407,79.62057331095966,1457.5707704177973
379,44.95211791170732,12.406151666969217,79.32763230196899,1453.5556956765831
380,41.19794303721052,15.941372901739978,82.90890936757832,1428.2200365174047
381,59.04357868711129,15.679107741323136,78.41153436586467,1450.7171129872074
382,43.74311692167953,15.935802218779973,79.17193081090169,1419.2127515996451
383,55.19048673460379,21.632378639515725,87.27271300238293,1547.1353183692577
384,48.5041254817232,20.129025130962354,70.91307041337564,1458.9080313989898
385,48.029175287857555,24.84846364271815,87.99648119996947,1599.7824937193693
386,55.20640614540527,14.630766929752895,88.33411891148114,1504.5597491272044
387,43.35432734733126,13.39579647564437,70.8148304875356,1453.1462190243296
388,41.702579538056895,11.07801517499742,86.30362046942837,1471.9030339623132
389,53.18581229273958,14.18711562191692,70.59265268926907,1402.5990063716383
390,59.77404701382915,17.58438166511849,84.14539158099691,1465.3105520728832
391,51.104487987974174,16.258007241675532,71.10439711718797,1538.7076254507351
392,44.22968556465226,13.691360027133307,70.85667416239244,1481.6048864575494
393,55.64669232629687,12.056913111768704,84.73870061764887,1447.0030937639187
394,59.87435223619784,20.650240314299587,70.97593216379605,1593.5875009563015
395,55.87501631681097,22.61069362059633,77.41708817756303,1567.724339577626
396,56.68690199943432,15.772115824210033,86.02126833760718,1509.7458814932618
397,46.551913797316715,14.276937788414994,80.80146088502929,1405.816546742304
398,44.39462190879847,20.624222786001724,70.52468522758527,1546.9135868804958
399,42.77573766710533,15.459054367333676,81.0376960576937,1432.926984938016
400,59.65571713701016,21.80200278575571,77.8324691611982,1555.2261958321635
401,45.22636911125667,19.072603456958944,74.40667016998185,1464.2029946828566
